ID,Date,Date_EC,DateMission,Mission,Equipe,Pays,Site Region,Site Precis,Latitude (N ou S),GPS,GPS_lat_corrigée,Longitude (E ou W),GPS,GPS_long_corrigée,commentaire_GPS,Sexe,Age,Gestante,Lactation,Suitee,ReproStatus,Poids_gr,L_avant_bras_mm,L_totale_corps_mm,Taille_yeux,L_queue_mm,L_metacarpe_3ieme_doigt_mm,Couleur_pelage_dorsal,Couleur_pelage_ventral,ID Mere,Lieu de Capture,Dans:,Proximite du Village,Méthode de capture,Consensus genre,Consensus espèce,Consensus,Consensus famille,Date experiment,Res1NP-ZEBV,Res2NP-ZEBV,RecNP-ZEBV,Res1GP-ZEBVkiss,Res2GP-ZEBVkiss,RecGP-ZEBVkiss,RecGP-ZEBVmay,RecVP40-ZEBV,RecNP-SEBV,RecGP-SEBV,RecVP40-SEBV,RecGP-BEBV,RecVP40-BEBV,RecGP-REBV,RecGP-BOMV,Date experiment,RecNP-ZEBV,RecGP-ZEBVkiss,RecGP-ZEBVmay,RecVP40-ZEBV,RecNP-SEBV,RecGP-SEBV,RecVP40-SEBV,RecGP-BEBV,RecVP40-BEBV,RecGP-REBV,RecGP-BOMV,Date experiment,RecNP-ZEBV,RecGP-ZEBVkiss,RecGP-ZEBVmay,RecVP40-ZEBV,RecNP-SEBV,RecGP-SEBV,RecVP40-SEBV,RecGP-BEBV,RecVP40-BEBV,RecGP-REBV,RecGP-BOMV,article 2018,séquence_cytB,séquence_12S,Résultats  RT-qPCR (NIH-pan Filo),PCR NP Zaire,seq NP-Zaire,PCR NP sudan,seq NP-sudan,PCR VP35 Zaire,seq VP35 Zaire
CCCA03355,5/12/2018,12/5/2018,7-Dec-18,Decembre ,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86402,,E,11.48759,,,Male,Adulte,,,,MalAd,440,139,320,grands,0,97,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,2,0,0,8,7,4,9,84,3,9,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03356,5/12/2018,12/5/2018,7-Dec-18,Decembre ,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86402,,E,11.48759,,,Femelle,Adulte,0,0,0,FemAd,270,118,240,grands,0,86,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,1,0,0,47,93,3,1,199,2,30,2,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03357,5/12/2018,12/5/2018,7-Dec-18,Decembre ,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86402,,E,11.48759,,,Male,Adulte,,,,MalAd,230,116,220,grands,0,80,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,3,0,0,5,4,3,28,6,6,0,6,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03358,5/12/2018,12/5/2018,7-Dec-18,Decembre ,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86402,,E,11.48759,,,Femelle,Adulte,1,0,0,FemAdGest,240,119,225,grands,0,87,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,2,0,0,3,3,4,0,10,6,0,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03360,5/12/2018,12/5/2018,7-Dec-18,Decembre ,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86402,,E,11.48759,,,Femelle,Adulte,1,0,0,FemAdGest,170,107,200,grands,0,74,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,4,0,0,3,3,2,1,5,3,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03361,5/12/2018,12/5/2018,7-Dec-18,Decembre ,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86402,,E,11.48759,,,Male,Adulte,,,,MalAd,435,134,295,grands,0,93,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,1,0,0,1,3,1,0,4,3,2,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03362,6/12/2018,12/6/2018,7-Dec-18,Decembre ,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86402,,E,11.48759,,,Male,Adulte,,,,MalAd,270,133,360,grands,0,95,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,3,0,0,8,6,0,0,20,6,5,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03363,6/12/2018,12/6/2018,7-Dec-18,Decembre ,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86402,,E,11.48759,,,Male,Adulte,,,,MalAd,310,131,265,grands,0,95,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,0,0,0,5,9,2,1,18,2,3,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03364,6/12/2018,12/6/2018,7-Dec-18,Decembre ,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86402,,E,11.48759,,,Male,Adulte,,,,MalAd,495,137,290,grands,0,98,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,1,0,0,10,10,3,1,45,3,9,4,32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03365,6/12/2018,12/6/2018,7-Dec-18,Decembre ,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86402,,E,11.48759,,,Male,Adulte,,,,MalAd,315,130,250,grands,0,95,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,1,0,0,5,5,1,1,46,4,2,5,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03366,6/12/2018,12/6/2018,7-Dec-18,Decembre ,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86402,,E,11.48759,,,Femelle,Adulte,1,0,0,FemAdGest,255,121,230,grands,0,85,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,5,0,0,5,3,2,0,17,2,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03369,6/12/2018,12/6/2018,7-Dec-18,Decembre ,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86402,,E,11.48759,,,Male,Juvénile,,,,MalJuv,190,115,220,grands,0,82,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,2,0,0,4,19,2,4,0,3,0,3,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03398,10/12/2018,12/10/2018,7-Dec-18,Decembre ,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86402,,E,11.48759,,,Femelle,Adulte,0,0,0,FemAd,130,102,180,grands,0,70,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,1,0,0,7,3,4,1,8,7,1,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03402,10/12/2018,12/10/2018,7-Dec-18,Decembre ,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86402,,E,11.48759,,,Male,Adulte,,,,MalAd,175,119,200,grands,0,77,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,11,0,0,4,9,17,1,6,2,0,29,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03403,10/12/2018,12/10/2018,7-Dec-18,Decembre ,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86402,,E,11.48759,,,Male,Adulte,,,,MalAd,175,110,220,grands,0,74,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,1,0,0,81,552,2,1,768,3,79,20,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03408,10/12/2018,12/10/2018,7-Dec-18,Decembre ,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86402,,E,11.48759,,,Male,Adulte,,,,MalAd,160,107,190,grands,0,75,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,4,0,0,2,2,46,2,0,12,1,4,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03409,10/12/2018,12/10/2018,7-Dec-18,Decembre ,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86402,,E,11.48759,,,Male,Adulte,,,,MalAd,175,112,200,grands,0,79,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,0,0,0,2,0,0,0,56,8,0,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03411,11/12/2018,12/11/2018,7-Dec-18,Decembre ,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86402,,E,11.48759,,,Male,,,,,MalAd,275,125,225,grands,0,90,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,1,0,0,18,62,1,1,51,9,19,7,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03414,11/12/2018,12/11/2018,7-Dec-18,Decembre ,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86402,,E,11.48759,,,Femelle,,0,0,0,FemJuv,155,108,190,grands,0,70,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,4,1,1,692,626,6,1,2339,6,363,9,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03416,11/12/2018,12/11/2018,7-Dec-18,Decembre ,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86402,,E,11.48759,,,Femelle,Adulte,0,0,0,FemAd,132,108,185,grands,0,73,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,6,0,0,24,11,3,1,46,8,12,9,91,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03423,19/01/2019,1/19/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86402,,E,11.48759,,,Male,,,,,MalJuv,46,58,140,grands,0,34,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,2,1,0,330,291,4,1,926,5,177,4,34,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03424,19/01/2019,1/19/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48759,,,Femelle,,0,1,0,FemAdLact,260,121,230,grands,0,85,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,1,1,0,192,177,1,1,609,2,157,2,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03425,19/01/2019,1/19/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,,0,0,0,FemAd,155,107,190,grands,0,75,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,5,0,0,5,19,1,1,6,3,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03429,19/01/2019,1/19/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,,,,,MalAd,180,110,,grands,0,-,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,1,0,0,0,1,1,5,0,1,0,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03432,19/01/2019,1/19/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,,0,0,0,FemAd,170,108,200,grands,0,75,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,5,0,0,6,14,1,5,9,1,2,1,40,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03440,19/01/2019,1/19/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,,,,,MalAd,435,136,310,grands,0,98,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,1,0,0,1,0,1,0,1,0,1,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03441,19/01/2019,1/19/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,,0,0,0,FemAd,150,100,190,grands,0,80,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,0,0,0,1,2,5,5,1,0,5,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03443,19/01/2019,1/19/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,,0,0,0,FemAd,210,118,230,grands,0,85,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,0,0,0,13,7,1,0,162,3,8,8,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03444,19/01/2019,1/19/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,,,,,MalAd,180,115,210,grands,0,82,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,1,0,0,2,12,2,5,19,3,1,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03461,20/01/2019,1/20/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,,0,1,0,FemAdLact,,124,240,grands,0,88,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,5,1,0,189,168,3,1,646,5,115,4,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03489,23/01/2019,1/23/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,,,,,MalAd,440,134,300,grands,0,97,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,1,0,0,5,20,6,9,9,4,11,4,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03491,23/01/2019,1/23/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,,,,,MalAd,390,132,295,grands,0,90,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,1,0,0,3,11,4,1,30,4,9,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03503,24/01/2019,1/24/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,,0,0,0,FemJuv,130,106,190,grands,0,75,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,1,0,0,6,36,7,5,13,4,8,5,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03504,24/01/2019,1/24/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,,,,,MalAd,415,133,280,grands,0,95,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,0,0,0,37,45,2,5,157,0,24,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03506,24/01/2019,1/24/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,,,,,MalAd,215,118,220,grands,0,82,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,0,1,0,133,127,2,1,611,3,82,2,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03508,24/01/2019,1/24/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,,0,0,0,FemAd,195,116,210,grands,0,85,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,1,0,0,64,54,2,1,426,2,40,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03512,26/01/2019,1/26/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,,0,1,1,FemAdLact,250,121,230,grands,0,89,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,0,0,0,10,24,3,0,40,2,71,1,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03513,26/01/2019,1/26/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,,0,0,0,FemJuv,50,64,130,grands,0,40,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,1,0,0,6,14,2,1,25,2,9,2,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03514,26/01/2019,1/26/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,,0,1,1,FemAdLact,270,120,240,grands,0,84,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,0,0,0,30,28,2,1,124,2,25,2,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03515,26/01/2019,1/26/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,,0,0,0,FemAd,40,58,120,grands,0,35,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,5,0,0,17,12,2,0,81,1,14,1,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03516,26/01/2019,1/26/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,,0,1,0,FemAdLact,275,122,240,grands,0,85,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,5,0,0,1,2,1,3,30,7,3,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03517,26/01/2019,1/26/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,,0,0,0,FemAd,165,110,200,grands,0,80,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,0,0,0,81,87,3,1,610,19,75,4,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03521,26/01/2019,1/26/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,,,,,MalAd,465,138,300,grands,0,99,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,5,0,0,1,1,1,5,8,2,0,0,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03525,27/01/2019,1/27/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,,,,,MalAd,465,137,300,grands,0,97,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,5,0,0,4,4,2,0,28,3,2,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03526,19/01/2019,1/19/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,,,,,MalAd,395,131,290,grands,0,99,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,0,0,0,118,629,7,1,399,3,236,2,159,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03527,27/01/2019,1/27/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,,1,0,0,FemAdGest,320,100,230,grands,0,85,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,0,0,0,5,5,3,0,29,1,4,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03530,27/01/2019,1/27/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,,0,1,1,FemAdLact,250,118,240,grands,0,83,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,5,0,0,9,15,2,5,62,4,17,1,27,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03531,27/01/2019,1/27/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,,,,,MalJuv,40,53,120,grands,0,31,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,0,0,0,10,17,3,2,91,5,17,2,32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03533,27/01/2019,1/27/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,,0,0,0,FemJuv,190,114,220,grands,0,80,Gris,Gris,,Autre,Ville,0,Filet,Hypsignathus,monstrosus,Hypsignathus monstrosus,,,0,0,5,0,0,7,4,5,2,12,10,2,4,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
